i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1
83,194,33,49900.0,55780.0,-2778.94628906
84,194,33,49940.0,55780.0,-2783.63189697
85,194,33,49980.0,55780.0,-2788.4803772
86,194,33,50020.0,55780.0,-2793.36895752
87,194,33,50060.0,55780.0,-2797.76153564
88,194,33,50100.0,55780.0,-2801.54333496
89,194,33,50140.0,55780.0,-2805.21435547
90,194,33,50180.0,55780.0,-2808.92391968
91,194,33,50220.0,55780.0,-2812.71972656
92,194,33,50260.0,55780.0,-2816.52197266
93,194,33,50300.0,55780.0,-2820.04171753
94,194,33,50340.0,55780.0,-2823.29290771
95,194,33,50380.0,55780.0,-2826.27825928
96,194,33,50420.0,55780.0,-2829.04492188
97,194,33,50460.0,55780.0,-2831.78875732
98,194,33,50500.0,55780.0,-2834.56048584
99,194,33,50540.0,55780.0,-2837.60247803
100,194,33,50580.0,55780.0,-2840.89794922
101,194,33,50620.0,55780.0,-2844.26480103
102,194,33,50660.0,55780.0,-2840.80148315
103,194,33,50700.0,55780.0,-2844.67715454
104,194,33,50740.0,55780.0,-2848.24752808
105,194,33,50780.0,55780.0,-2851.26193237
106,194,33,50820.0,55780.0,-2853.86029053
107,194,33,50860.0,55780.0,-2856.21194458
108,194,33,50900.0,55780.0,-2858.24700928
82,195,33,49860.0,55820.0,-2773.37310791
83,195,33,49900.0,55820.0,-2778.14099121
84,195,33,49940.0,55820.0,-2783.00610352
85,195,33,49980.0,55820.0,-2787.96520996
86,195,33,50020.0,55820.0,-2793.02023315
87,195,33,50060.0,55820.0,-2797.63607788
88,195,33,50100.0,55820.0,-2801.60302734
89,195,33,50140.0,55820.0,-2805.28878784
90,195,33,50180.0,55820.0,-2808.9720459
91,195,33,50220.0,55820.0,-2812.76629639
92,195,33,50260.0,55820.0,-2816.55834961
93,195,33,50300.0,55820.0,-2820.08468628
94,195,33,50340.0,55820.0,-2823.36880493
95,195,33,50380.0,55820.0,-2826.39407349
96,195,33,50420.0,55820.0,-2829.22213745
97,195,33,50460.0,55820.0,-2831.99542236
98,195,33,50500.0,55820.0,-2834.71688843
99,195,33,50540.0,55820.0,-2837.70629883
100,195,33,50580.0,55820.0,-2840.97671509
101,195,33,50620.0,55820.0,-2844.43740845
102,195,33,50660.0,55820.0,-2847.94854736
103,195,33,50700.0,55820.0,-2844.49066162
104,195,33,50740.0,55820.0,-2847.96755981
105,195,33,50780.0,55820.0,-2851.03808594
106,195,33,50820.0,55820.0,-2853.76443481
107,195,33,50860.0,55820.0,-2856.23028564
82,196,33,49860.0,55860.0,-2772.46682739
83,196,33,49900.0,55860.0,-2777.26385498
84,196,33,49940.0,55860.0,-2782.12762451
85,196,33,49980.0,55860.0,-2787.00521851
86,196,33,50020.0,55860.0,-2791.91522217
87,196,33,50060.0,55860.0,-2796.58566284
88,196,33,50100.0,55860.0,-2800.85498047
89,196,33,50140.0,55860.0,-2804.83062744
90,196,33,50180.0,55860.0,-2808.70007324
91,196,33,50220.0,55860.0,-2812.57775879
92,196,33,50260.0,55860.0,-2816.38729858
93,196,33,50300.0,55860.0,-2819.96499634
94,196,33,50340.0,55860.0,-2823.32833862
95,196,33,50380.0,55860.0,-2826.46075439
96,196,33,50420.0,55860.0,-2829.38531494
97,196,33,50460.0,55860.0,-2832.18630981
98,196,33,50500.0,55860.0,-2834.90640259
99,196,33,50540.0,55860.0,-2837.86972046
100,196,33,50580.0,55860.0,-2841.06002808
101,196,33,50620.0,55860.0,-2844.47033691
102,196,33,50660.0,55860.0,-2848.0506897
103,196,33,50700.0,55860.0,-2851.52798462
104,196,33,50740.0,55860.0,-2847.80627441
105,196,33,50780.0,55860.0,-2850.79516602
106,196,33,50820.0,55860.0,-2853.66378784
107,196,33,50860.0,55860.0,-2856.32818604
82,197,33,49860.0,55900.0,-2771.42504883
83,197,33,49900.0,55900.0,-2776.26138306
84,197,33,49940.0,55900.0,-2781.12026978
85,197,33,49980.0,55900.0,-2785.95983887
86,197,33,50020.0,55900.0,-2790.72668457
87,197,33,50060.0,55900.0,-2795.26498413
88,197,33,50100.0,55900.0,-2799.68228149
89,197,33,50140.0,55900.0,-2803.97454834
90,197,33,50180.0,55900.0,-2808.09432983
91,197,33,50220.0,55900.0,-2812.09906006
92,197,33,50260.0,55900.0,-2815.9894104
93,197,33,50300.0,55900.0,-2819.67327881
94,197,33,50340.0,55900.0,-2823.15933228
95,197,33,50380.0,55900.0,-2826.40594482
96,197,33,50420.0,55900.0,-2829.38565063
97,197,33,50460.0,55900.0,-2832.21920776
98,197,33,50500.0,55900.0,-2835.00408936
99,197,33,50540.0,55900.0,-2837.98773193
100,197,33,50580.0,55900.0,-2841.0763855
101,197,33,50620.0,55900.0,-2844.3604126
102,197,33,50660.0,55900.0,-2847.89337158
103,197,33,50700.0,55900.0,-2851.46780396
104,197,33,50740.0,55900.0,-2855.00357056
105,197,33,50780.0,55900.0,-2850.88217163
106,197,33,50820.0,55900.0,-2853.76599121
107,197,33,50860.0,55900.0,-2856.43832397
82,198,33,49860.0,55940.0,-2770.40090942
83,198,33,49900.0,55940.0,-2775.21618652
84,198,33,49940.0,55940.0,-2780.06118774
85,198,33,49980.0,55940.0,-2784.88104248
86,198,33,50020.0,55940.0,-2789.6479187
87,198,33,50060.0,55940.0,-2794.25473022
88,198,33,50100.0,55940.0,-2798.7689209
89,198,33,50140.0,55940.0,-2803.13479614
90,198,33,50180.0,55940.0,-2807.32244873
91,198,33,50220.0,55940.0,-2811.41992188
92,198,33,50260.0,55940.0,-2815.42160034
93,198,33,50300.0,55940.0,-2819.230896
94,198,33,50340.0,55940.0,-2822.85949707
95,198,33,50380.0,55940.0,-2826.19171143
96,198,33,50420.0,55940.0,-2829.24468994
97,198,33,50460.0,55940.0,-2832.1902771
98,198,33,50500.0,55940.0,-2835.06323242
99,198,33,50540.0,55940.0,-2838.02627563
100,198,33,50580.0,55940.0,-2841.04629517
101,198,33,50620.0,55940.0,-2844.29586792
102,198,33,50660.0,55940.0,-2847.80734253
103,198,33,50700.0,55940.0,-2851.39208984
104,198,33,50740.0,55940.0,-2854.9793396
105,198,33,50780.0,55940.0,-2858.64257812
106,198,33,50820.0,55940.0,-2853.95410156
82,199,33,49860.0,55980.0,-2769.97085571
83,199,33,49900.0,55980.0,-2774.20361328
84,199,33,49940.0,55980.0,-2779.12741089
85,199,33,49980.0,55980.0,-2783.95193481
86,199,33,50020.0,55980.0,-2788.72103882
87,199,33,50060.0,55980.0,-2793.38015747
88,199,33,50100.0,55980.0,-2797.90750122
89,199,33,50140.0,55980.0,-2802.26535034
90,199,33,50180.0,55980.0,-2806.48510742
91,199,33,50220.0,55980.0,-2810.63223267
92,199,33,50260.0,55980.0,-2814.69250488
93,199,33,50300.0,55980.0,-2818.60113525
94,199,33,50340.0,55980.0,-2822.38156128
95,199,33,50380.0,55980.0,-2825.85571289
96,199,33,50420.0,55980.0,-2829.10089111
97,199,33,50460.0,55980.0,-2832.21508789
98,199,33,50500.0,55980.0,-2835.14984131
99,199,33,50540.0,55980.0,-2838.10830688
100,199,33,50580.0,55980.0,-2841.13037109
101,199,33,50620.0,55980.0,-2844.42007446
102,199,33,50660.0,55980.0,-2847.8996582
103,199,33,50700.0,55980.0,-2851.41772461
104,199,33,50740.0,55980.0,-2854.99572754
105,199,33,50780.0,55980.0,-2858.64837646
106,199,33,50820.0,55980.0,-2862.38983154
83,200,33,49900.0,56020.0,-2773.04391479
84,200,33,49940.0,56020.0,-2778.23129272
85,200,33,49980.0,56020.0,-2783.15258789
86,200,33,50020.0,56020.0,-2787.9067688
87,200,33,50060.0,56020.0,-2792.53765869
88,200,33,50100.0,56020.0,-2797.01824951
89,200,33,50140.0,56020.0,-2801.34985352
90,200,33,50180.0,56020.0,-2805.56906128
91,200,33,50220.0,56020.0,-2809.72348022
92,200,33,50260.0,56020.0,-2813.81860352
93,200,33,50300.0,56020.0,-2817.83822632
94,200,33,50340.0,56020.0,-2821.78369141
95,200,33,50380.0,56020.0,-2825.47558594
96,200,33,50420.0,56020.0,-2828.95489502
97,200,33,50460.0,56020.0,-2832.19677734
98,200,33,50500.0,56020.0,-2835.2114563
99,200,33,50540.0,56020.0,-2838.23971558
100,200,33,50580.0,56020.0,-2841.33468628
101,200,33,50620.0,56020.0,-2844.6456604
102,200,33,50660.0,56020.0,-2848.08200073
103,200,33,50700.0,56020.0,-2851.60058594
104,200,33,50740.0,56020.0,-2855.11618042
105,200,33,50780.0,56020.0,-2858.67904663
83,201,33,49900.0,56060.0,-2772.26550293
84,201,33,49940.0,56060.0,-2777.49133301
85,201,33,49980.0,56060.0,-2782.41992188
86,201,33,50020.0,56060.0,-2787.16293335
87,201,33,50060.0,56060.0,-2791.75021362
88,201,33,50100.0,56060.0,-2796.1434021
89,201,33,50140.0,56060.0,-2800.42074585
90,201,33,50180.0,56060.0,-2804.62799072
91,201,33,50220.0,56060.0,-2808.79116821
92,201,33,50260.0,56060.0,-2812.93972778
93,201,33,50300.0,56060.0,-2817.05841064
94,201,33,50340.0,56060.0,-2821.1164856
95,201,33,50380.0,56060.0,-2824.96002197
96,201,33,50420.0,56060.0,-2828.58908081
97,201,33,50460.0,56060.0,-2831.94519043
98,201,33,50500.0,56060.0,-2835.1206665
99,201,33,50540.0,56060.0,-2838.33474731
100,201,33,50580.0,56060.0,-2841.66552734
101,201,33,50620.0,56060.0,-2845.12011719
102,201,33,50660.0,56060.0,-2848.61398315
103,201,33,50700.0,56060.0,-2852.10879517
104,201,33,50740.0,56060.0,-2855.40341187
105,201,33,50780.0,56060.0,-2858.78656006
83,202,33,49900.0,56100.0,-2771.73641968
84,202,33,49940.0,56100.0,-2776.84747314
85,202,33,49980.0,56100.0,-2781.69882202
86,202,33,50020.0,56100.0,-2786.42825317
87,202,33,50060.0,56100.0,-2790.94604492
88,202,33,50100.0,56100.0,-2795.23059082
89,202,33,50140.0,56100.0,-2799.44903564
90,202,33,50180.0,56100.0,-2803.64498901
91,202,33,50220.0,56100.0,-2807.83477783
92,202,33,50260.0,56100.0,-2812.03594971
93,202,33,50300.0,56100.0,-2816.21228027
94,202,33,50340.0,56100.0,-2820.33898926
95,202,33,50380.0,56100.0,-2824.27191162
96,202,33,50420.0,56100.0,-2828.03253174
97,202,33,50460.0,56100.0,-2831.57904053
98,202,33,50500.0,56100.0,-2835.00039673
99,202,33,50540.0,56100.0,-2838.53222656
100,202,33,50580.0,56100.0,-2842.16665649
101,202,33,50620.0,56100.0,-2845.77877808
102,202,33,50660.0,56100.0,-2849.29989624
103,202,33,50700.0,56100.0,-2852.63043213
104,202,33,50740.0,56100.0,-2855.69760132
83,203,33,49900.0,56140.0,-2770.63531494
84,203,33,49940.0,56140.0,-2775.93829346
85,203,33,49980.0,56140.0,-2780.84841919
86,203,33,50020.0,56140.0,-2785.5508728
87,203,33,50060.0,56140.0,-2790.01605225
88,203,33,50100.0,56140.0,-2794.20736694
89,203,33,50140.0,56140.0,-2798.38238525
90,203,33,50180.0,56140.0,-2802.5826416
91,203,33,50220.0,56140.0,-2806.80426025
92,203,33,50260.0,56140.0,-2811.04943848
93,203,33,50300.0,56140.0,-2815.2802124
94,203,33,50340.0,56140.0,-2819.47955322
95,203,33,50380.0,56140.0,-2823.5307312
96,203,33,50420.0,56140.0,-2827.48483276
97,203,33,50460.0,56140.0,-2831.2741394
98,203,33,50500.0,56140.0,-2834.98114014
99,203,33,50540.0,56140.0,-2838.78982544
100,203,33,50580.0,56140.0,-2842.57974243
101,203,33,50620.0,56140.0,-2846.23165894
102,203,33,50660.0,56140.0,-2849.65975952
103,203,33,50700.0,56140.0,-2852.86730957
104,203,33,50740.0,56140.0,-2855.88076782
84,204,33,49940.0,56180.0,-2774.8581543
85,204,33,49980.0,56180.0,-2779.80093384
86,204,33,50020.0,56180.0,-2784.52401733
87,204,33,50060.0,56180.0,-2788.9437561
88,204,33,50100.0,56180.0,-2793.0758667
89,204,33,50140.0,56180.0,-2797.24154663
90,204,33,50180.0,56180.0,-2801.45922852
91,204,33,50220.0,56180.0,-2805.71200562
92,204,33,50260.0,56180.0,-2809.99578857
93,204,33,50300.0,56180.0,-2814.2828064
94,204,33,50340.0,56180.0,-2818.57098389
95,204,33,50380.0,56180.0,-2822.78970337
96,204,33,50420.0,56180.0,-2826.96383667
97,204,33,50460.0,56180.0,-2831.00979614
98,204,33,50500.0,56180.0,-2834.98165894
99,204,33,50540.0,56180.0,-2838.93917847
100,204,33,50580.0,56180.0,-2842.7979126
101,204,33,50620.0,56180.0,-2846.44302368
102,204,33,50660.0,56180.0,-2849.82537842
103,204,33,50700.0,56180.0,-2853.07485962
84,205,33,49940.0,56220.0,-2773.61697388
85,205,33,49980.0,56220.0,-2778.50061035
86,205,33,50020.0,56220.0,-2783.27816772
87,205,33,50060.0,56220.0,-2787.68115234
88,205,33,50100.0,56220.0,-2791.84338379
89,205,33,50140.0,56220.0,-2796.06054688
90,205,33,50180.0,56220.0,-2800.318573
91,205,33,50220.0,56220.0,-2804.61358643
92,205,33,50260.0,56220.0,-2808.93133545
93,205,33,50300.0,56220.0,-2813.27685547
94,205,33,50340.0,56220.0,-2817.66525269
95,205,33,50380.0,56220.0,-2822.03100586
96,205,33,50420.0,56220.0,-2826.3621521
97,205,33,50460.0,56220.0,-2830.59945679
98,205,33,50500.0,56220.0,-2834.76794434
99,205,33,50540.0,56220.0,-2838.8526001
100,205,33,50580.0,56220.0,-2842.82644653
101,205,33,50620.0,56220.0,-2846.51312256
102,205,33,50660.0,56220.0,-2849.91229248
84,206,33,49940.0,56260.0,-2772.2376709
85,206,33,49980.0,56260.0,-2777.09725952
86,206,33,50020.0,56260.0,-2781.86538696
87,206,33,50060.0,56260.0,-2786.31170654
88,206,33,50100.0,56260.0,-2790.56323242
89,206,33,50140.0,56260.0,-2794.85321045
90,206,33,50180.0,56260.0,-2799.14834595
91,206,33,50220.0,56260.0,-2803.46658325
92,206,33,50260.0,56260.0,-2807.82040405
93,206,33,50300.0,56260.0,-2812.23574829
94,206,33,50340.0,56260.0,-2816.71536255
95,206,33,50380.0,56260.0,-2821.17663574
96,206,33,50420.0,56260.0,-2825.6260376
97,206,33,50460.0,56260.0,-2830.01300049
98,206,33,50500.0,56260.0,-2834.35070801
99,206,33,50540.0,56260.0,-2838.62786865
100,206,33,50580.0,56260.0,-2842.78530884
101,206,33,50620.0,56260.0,-2846.55111694
84,207,33,49940.0,56300.0,-2771.39038086
85,207,33,49980.0,56300.0,-2775.59451294
86,207,33,50020.0,56300.0,-2780.36886597
87,207,33,50060.0,56300.0,-2784.87615967
88,207,33,50100.0,56300.0,-2789.23355103
89,207,33,50140.0,56300.0,-2793.57931519
90,207,33,50180.0,56300.0,-2797.84994507
91,207,33,50220.0,56300.0,-2802.16088867
92,207,33,50260.0,56300.0,-2806.56155396
93,207,33,50300.0,56300.0,-2811.04547119
94,207,33,50340.0,56300.0,-2815.59906006
95,207,33,50380.0,56300.0,-2820.16189575
96,207,33,50420.0,56300.0,-2824.7666626
97,207,33,50460.0,56300.0,-2829.31765747
98,207,33,50500.0,56300.0,-2833.77020264
99,207,33,50540.0,56300.0,-2838.20523071
100,207,33,50580.0,56300.0,-2842.5635376
85,208,33,49980.0,56340.0,-2773.90924072
86,208,33,50020.0,56340.0,-2778.76782227
87,208,33,50060.0,56340.0,-2783.41253662
88,208,33,50100.0,56340.0,-2787.83636475
89,208,33,50140.0,56340.0,-2792.17831421
90,208,33,50180.0,56340.0,-2796.40396118
91,208,33,50220.0,56340.0,-2800.72845459
92,208,33,50260.0,56340.0,-2805.17623901
93,208,33,50300.0,56340.0,-2809.71295166
94,208,33,50340.0,56340.0,-2814.32778931
95,208,33,50380.0,56340.0,-2819.01049805
96,208,33,50420.0,56340.0,-2823.78292847
97,208,33,50460.0,56340.0,-2828.46258545
98,208,33,50500.0,56340.0,-2833.10876465
99,208,33,50540.0,56340.0,-2837.86572266
85,209,33,49980.0,56380.0,-2771.94885254
86,209,33,50020.0,56380.0,-2777.03851318
87,209,33,50060.0,56380.0,-2781.88247681
88,209,33,50100.0,56380.0,-2786.31082153
89,209,33,50140.0,56380.0,-2790.64001465
90,209,33,50180.0,56380.0,-2794.87139893
91,209,33,50220.0,56380.0,-2799.23358154
92,209,33,50260.0,56380.0,-2803.7171936
93,209,33,50300.0,56380.0,-2808.28414917
94,209,33,50340.0,56380.0,-2812.92379761
95,209,33,50380.0,56380.0,-2817.69476318
96,209,33,50420.0,56380.0,-2822.58959961
97,209,33,50460.0,56380.0,-2827.39923096
98,209,33,50500.0,56380.0,-2832.37359619
85,210,33,49980.0,56420.0,-2770.67178345
86,210,33,50020.0,56420.0,-2775.25265503
87,210,33,50060.0,56420.0,-2780.20599365
88,210,33,50100.0,56420.0,-2784.64987183
89,210,33,50140.0,56420.0,-2789.00256348
90,210,33,50180.0,56420.0,-2793.26165771
91,210,33,50220.0,56420.0,-2797.64810181
92,210,33,50260.0,56420.0,-2802.17059326
93,210,33,50300.0,56420.0,-2806.75610352
94,210,33,50340.0,56420.0,-2811.40917969
95,210,33,50380.0,56420.0,-2816.25891113
96,210,33,50420.0,56420.0,-2821.27865601
97,210,33,50460.0,56420.0,-2826.3237915
86,211,33,50020.0,56460.0,-2773.33233643
87,211,33,50060.0,56460.0,-2778.30682373
88,211,33,50100.0,56460.0,-2782.87808228
89,211,33,50140.0,56460.0,-2787.24890137
90,211,33,50180.0,56460.0,-2791.51599121
91,211,33,50220.0,56460.0,-2795.9324646
92,211,33,50260.0,56460.0,-2800.53704834
93,211,33,50300.0,56460.0,-2805.21755981
94,211,33,50340.0,56460.0,-2809.9491272
95,211,33,50380.0,56460.0,-2814.89804077
96,211,33,50420.0,56460.0,-2819.94082642
86,212,33,50020.0,56500.0,-2771.32394409
87,212,33,50060.0,56500.0,-2776.2024231
88,212,33,50100.0,56500.0,-2780.92852783
89,212,33,50140.0,56500.0,-2785.35452271
90,212,33,50180.0,56500.0,-2789.65808105
91,212,33,50220.0,56500.0,-2794.1652832
92,212,33,50260.0,56500.0,-2798.8598938
93,212,33,50300.0,56500.0,-2803.68450928
94,212,33,50340.0,56500.0,-2808.51898193
95,212,33,50380.0,56500.0,-2813.42391968
86,213,33,50020.0,56540.0,-2770.02761841
87,213,33,50060.0,56540.0,-2774.08325195
88,213,33,50100.0,56540.0,-2778.82467651
89,213,33,50140.0,56540.0,-2783.35632324
90,213,33,50180.0,56540.0,-2787.84249878
91,213,33,50220.0,56540.0,-2792.48065186
92,213,33,50260.0,56540.0,-2797.18682861
93,213,33,50300.0,56540.0,-2802.1166687
87,214,33,50060.0,56580.0,-2772.01748657
88,214,33,50100.0,56580.0,-2776.73999023
89,214,33,50140.0,56580.0,-2781.39984131
90,214,33,50180.0,56580.0,-2786.12130737
91,214,33,50220.0,56580.0,-2790.84234619
92,214,33,50260.0,56580.0,-2795.50222778
87,215,33,50060.0,56620.0,-2769.98001099
88,215,33,50100.0,56620.0,-2774.78695679
89,215,33,50140.0,56620.0,-2779.56213379
90,215,33,50180.0,56620.0,-2784.40869141
91,215,33,50220.0,56620.0,-2789.16574097
88,216,33,50100.0,56660.0,-2772.89379883
89,216,33,50140.0,56660.0,-2777.76419067
90,216,33,50180.0,56660.0,-2782.64593506
88,217,33,50100.0,56700.0,-2771.05029297
89,217,33,50140.0,56700.0,-2776.01062012
88,218,33,50100.0,56740.0,-2769.52835083
41,48,32,48220.0,49940.0,-2852.55935669
43,48,32,48300.0,49940.0,-2837.36593628
44,48,32,48340.0,49940.0,-2846.72836304
45,48,32,48380.0,49940.0,-2858.15914917
46,48,32,48420.0,49940.0,-2872.13690186
47,48,32,48460.0,49940.0,-2883.57580566
49,48,32,48540.0,49940.0,-2894.58755493
50,48,32,48580.0,49940.0,-2904.36627197
51,48,32,48620.0,49940.0,-2911.79180908
52,48,32,48660.0,49940.0,-2917.08395386
53,48,32,48700.0,49940.0,-2923.38775635
54,48,32,48740.0,49940.0,-2931.19436646
55,48,32,48780.0,49940.0,-2936.86047363
56,48,32,48820.0,49940.0,-2940.26025391
38,49,32,48100.0,49980.0,-2836.17163086
39,49,32,48140.0,49980.0,-2843.75970459
40,49,32,48180.0,49980.0,-2849.87484741
42,49,32,48260.0,49980.0,-2813.17098999
43,49,32,48300.0,49980.0,-2820.95083618
44,49,32,48340.0,49980.0,-2828.76818848
45,49,32,48380.0,49980.0,-2838.00888062
46,49,32,48420.0,49980.0,-2851.39730835
47,49,32,48460.0,49980.0,-2864.56848145
48,49,32,48500.0,49980.0,-2874.39065552
49,49,32,48540.0,49980.0,-2882.19622803
50,49,32,48580.0,49980.0,-2878.85549927
51,49,32,48620.0,49980.0,-2890.57147217
52,49,32,48660.0,49980.0,-2900.81549072
53,49,32,48700.0,49980.0,-2907.21981812
54,49,32,48740.0,49980.0,-2912.70440674
55,49,32,48780.0,49980.0,-2917.40460205
56,49,32,48820.0,49980.0,-2920.77511597
57,49,32,48860.0,49980.0,-2923.75488281
58,49,32,48900.0,49980.0,-2926.71594238
59,49,32,48940.0,49980.0,-2930.3109436
60,49,32,48980.0,49980.0,-2935.05529785
61,49,32,49020.0,49980.0,-2939.35992432
62,49,32,49060.0,49980.0,-2943.02267456
63,49,32,49100.0,49980.0,-2946.98934937
64,49,32,49140.0,49980.0,-2951.49725342
65,49,32,49180.0,49980.0,-2956.83084106
66,49,32,49220.0,49980.0,-2958.06445312
67,49,32,49260.0,49980.0,-2957.04241943
36,50,32,48020.0,50020.0,-2825.80163574
37,50,32,48060.0,50020.0,-2832.37213135
38,50,32,48100.0,50020.0,-2839.40124512
39,50,32,48140.0,50020.0,-2846.2097168
40,50,32,48180.0,50020.0,-2852.35247803
43,50,32,48300.0,50020.0,-2806.51641846
44,50,32,48340.0,50020.0,-2814.03790283
45,50,32,48380.0,50020.0,-2822.5970459
46,50,32,48420.0,50020.0,-2833.89822388
47,50,32,48460.0,50020.0,-2846.30657959
48,50,32,48500.0,50020.0,-2856.98339844
49,50,32,48540.0,50020.0,-2865.37817383
50,50,32,48580.0,50020.0,-2872.50115967
51,50,32,48620.0,50020.0,-2869.92211914
52,50,32,48660.0,50020.0,-2879.29882812
53,50,32,48700.0,50020.0,-2888.40380859
54,50,32,48740.0,50020.0,-2892.55908203
55,50,32,48780.0,50020.0,-2896.72836304
56,50,32,48820.0,50020.0,-2900.28103638
57,50,32,48860.0,50020.0,-2902.63845825
58,50,32,48900.0,50020.0,-2904.39556885
59,50,32,48940.0,50020.0,-2907.57028198
60,50,32,48980.0,50020.0,-2912.04348755
61,50,32,49020.0,50020.0,-2916.39096069
62,50,32,49060.0,50020.0,-2920.60327148
63,50,32,49100.0,50020.0,-2925.35845947
64,50,32,49140.0,50020.0,-2930.69207764
65,50,32,49180.0,50020.0,-2935.89117432
66,50,32,49220.0,50020.0,-2939.96969604
67,50,32,49260.0,50020.0,-2942.84613037
68,50,32,49300.0,50020.0,-2945.30041504
69,50,32,49340.0,50020.0,-2946.41705322
70,50,32,49380.0,50020.0,-2946.60803223
71,50,32,49420.0,50020.0,-2948.82171631
72,50,32,49460.0,50020.0,-2952.21856689
73,50,32,49500.0,50020.0,-2953.71224976
74,50,32,49540.0,50020.0,-2953.7822876
75,50,32,49580.0,50020.0,-2956.33044434
76,50,32,49620.0,50020.0,-2961.29580688
34,51,32,47940.0,50060.0,-2820.87994385
35,51,32,47980.0,50060.0,-2826.24169922
36,51,32,48020.0,50060.0,-2831.86062622
37,51,32,48060.0,50060.0,-2837.63116455
38,51,32,48100.0,50060.0,-2843.76095581
39,51,32,48140.0,50060.0,-2849.10910034
40,51,32,48180.0,50060.0,-2854.42733765
41,51,32,48220.0,50060.0,-2824.58633423
42,51,32,48260.0,50060.0,-2821.23968506
44,51,32,48340.0,50060.0,-2801.33468628
45,51,32,48380.0,50060.0,-2810.33831787
46,51,32,48420.0,50060.0,-2819.91320801
47,51,32,48460.0,50060.0,-2830.30264282
48,51,32,48500.0,50060.0,-2840.84091187
49,51,32,48540.0,50060.0,-2849.57928467
50,51,32,48580.0,50060.0,-2857.69958496
51,51,32,48620.0,50060.0,-2865.47741699
52,51,32,48660.0,50060.0,-2864.93170166
53,51,32,48700.0,50060.0,-2868.3170166
54,51,32,48740.0,50060.0,-2872.70736694
55,51,32,48780.0,50060.0,-2876.63522339
56,51,32,48820.0,50060.0,-2880.04467773
57,51,32,48860.0,50060.0,-2882.04995728
58,51,32,48900.0,50060.0,-2883.77124023
59,51,32,48940.0,50060.0,-2886.73034668
60,51,32,48980.0,50060.0,-2890.09262085
61,51,32,49020.0,50060.0,-2893.64187622
62,51,32,49060.0,50060.0,-2897.80563354
63,51,32,49100.0,50060.0,-2902.70614624
64,51,32,49140.0,50060.0,-2908.25552368
65,51,32,49180.0,50060.0,-2913.23416138
66,51,32,49220.0,50060.0,-2917.62634277
67,51,32,49260.0,50060.0,-2921.34960938
68,51,32,49300.0,50060.0,-2924.31671143
69,51,32,49340.0,50060.0,-2925.41973877
70,51,32,49380.0,50060.0,-2925.42816162
71,51,32,49420.0,50060.0,-2927.63009644
72,51,32,49460.0,50060.0,-2930.69970703
73,51,32,49500.0,50060.0,-2932.3302002
74,51,32,49540.0,50060.0,-2933.12237549
75,51,32,49580.0,50060.0,-2935.40536499
76,51,32,49620.0,50060.0,-2939.58132935
77,51,32,49660.0,50060.0,-2944.15814209
78,51,32,49700.0,50060.0,-2949.684021
79,51,32,49740.0,50060.0,-2956.20440674
32,52,32,47860.0,50100.0,-2823.51885986
33,52,32,47900.0,50100.0,-2827.7003479
34,52,32,47940.0,50100.0,-2830.67480469
35,52,32,47980.0,50100.0,-2835.18252563
36,52,32,48020.0,50100.0,-2839.71340942
37,52,32,48060.0,50100.0,-2844.27322388
38,52,32,48100.0,50100.0,-2848.79891968
39,52,32,48140.0,50100.0,-2852.81967163
41,52,32,48220.0,50100.0,-2820.38220215
42,52,32,48260.0,50100.0,-2817.2315979
43,52,32,48300.0,50100.0,-2814.86730957
45,52,32,48380.0,50100.0,-2797.91882324
46,52,32,48420.0,50100.0,-2806.8062439
47,52,32,48460.0,50100.0,-2816.48504639
48,52,32,48500.0,50100.0,-2826.45761108
49,52,32,48540.0,50100.0,-2835.42901611
50,52,32,48580.0,50100.0,-2844.11239624
51,52,32,48620.0,50100.0,-2852.17471313
52,52,32,48660.0,50100.0,-2859.04574585
53,52,32,48700.0,50100.0,-2864.45812988
54,52,32,48740.0,50100.0,-2853.8102417
55,52,32,48780.0,50100.0,-2857.0736084
56,52,32,48820.0,50100.0,-2860.62347412
57,52,32,48860.0,50100.0,-2862.51858521
58,52,32,48900.0,50100.0,-2864.55383301
59,52,32,48940.0,50100.0,-2866.89376831
60,52,32,48980.0,50100.0,-2869.18066406
61,52,32,49020.0,50100.0,-2872.12722778
62,52,32,49060.0,50100.0,-2875.73150635
63,52,32,49100.0,50100.0,-2880.28372192
64,52,32,49140.0,50100.0,-2885.84942627
65,52,32,49180.0,50100.0,-2890.97979736
66,52,32,49220.0,50100.0,-2895.48455811
67,52,32,49260.0,50100.0,-2899.40310669
68,52,32,49300.0,50100.0,-2902.62402344
69,52,32,49340.0,50100.0,-2903.93447876
70,52,32,49380.0,50100.0,-2904.14810181
71,52,32,49420.0,50100.0,-2905.61621094
72,52,32,49460.0,50100.0,-2907.36791992
73,52,32,49500.0,50100.0,-2908.72927856
74,52,32,49540.0,50100.0,-2910.37908936
75,52,32,49580.0,50100.0,-2913.08337402
76,52,32,49620.0,50100.0,-2916.82861328
77,52,32,49660.0,50100.0,-2921.67416382
78,52,32,49700.0,50100.0,-2927.98806763
79,52,32,49740.0,50100.0,-2935.03875732
80,52,32,49780.0,50100.0,-2942.29394531
